88, 128, 19
107, 156, 21
104, 152, 22
102, 147, 22
96, 138, 21
91, 133, 20
88, 132, 18
92, 133, 21
93, 134, 20
95, 138, 21
102, 146, 22
104, 151, 23
109, 158, 23
111, 161, 23
114, 165, 23
114, 164, 24
112, 162, 23
110, 161, 24
110, 159, 24
109, 158, 23
108, 156, 24
106, 154, 23
104, 152, 23
104, 151, 22
101, 148, 23
101, 147, 23
100, 145, 23
100, 146, 23
99, 145, 22
100, 146, 22
100, 147, 22
102, 150, 22
103, 151, 23
104, 153, 22
108, 157, 25
109, 159, 25
110, 159, 25
109, 158, 24
107, 156, 23
106, 154, 24
105, 152, 27
103, 149, 24
99, 145, 22
100, 145, 23
100, 145, 21
100, 145, 22
101, 148, 22
103, 151, 23
104, 151, 23
105, 154, 22
108, 155, 23
109, 158, 22
109, 159, 23
110, 158, 24
108, 157, 25
106, 154, 24
105, 153, 23
103, 150, 23
101, 148, 21
101, 145, 21
101, 146, 21
103, 148, 22
105, 147, 23
103, 150, 22
105, 150, 22
106, 153, 23
106, 153, 23
106, 155, 23
107, 156, 23
107, 157, 23
107, 156, 23
108, 156, 24
106, 154, 23
106, 153, 23
105, 152, 24
102, 148, 22
101, 148, 22
101, 147, 22
101, 146, 22
102, 147, 22
102, 148, 22
102, 149, 21
105, 151, 23
104, 151, 22
104, 151, 22
105, 152, 23
105, 152, 23
105, 152, 22
105, 153, 22
104, 151, 22
105, 152, 24
104, 150, 23
104, 148, 25
104, 150, 23
103, 149, 23
102, 145, 23
103, 150, 22
103, 150, 22
103, 149, 22
103, 149, 21
104, 151, 22
104, 150, 23
104, 150, 22
104, 151, 22
103, 150, 22
103, 150, 23
104, 150, 22
105, 151, 22
106, 152, 24
104, 151, 24
102, 150, 22
103, 151, 23
103, 150, 22
102, 148, 23
102, 149, 22
103, 150, 22
102, 149, 21
103, 149, 22
104, 151, 22
104, 151, 23
103, 151, 23
103, 150, 23
103, 150, 22
104, 151, 22
99, 152, 23
105, 151, 22
104, 150, 22
104, 151, 23
104, 150, 23
103, 151, 23
104, 151, 23
103, 150, 22
104, 151, 23
102, 150, 22
104, 151, 22
104, 151, 23
104, 152, 23
104, 151, 22
104, 151, 23
104, 152, 22
104, 151, 22
104, 150, 23
103, 150, 23
103, 150, 23
103, 150, 23
103, 149, 23
103, 150, 23
102, 148, 22
103, 151, 23
103, 150, 22
103, 151, 22
103, 151, 21
101, 154, 22
104, 151, 23
103, 150, 22
103, 150, 22
104, 151, 22
102, 149, 22
104, 150, 22
103, 149, 22
102, 147, 22
101, 149, 21
104, 149, 24
104, 151, 22
104, 150, 22
105, 152, 22
105, 152, 22
105, 152, 22
105, 152, 22
105, 152, 23
105, 151, 23
103, 150, 23
103, 150, 23
102, 149, 23
102, 150, 23
103, 149, 22
104, 149, 23
104, 150, 22
