183, 82, 15
184, 83, 15
183, 83, 16
182, 81, 14
184, 83, 16
183, 81, 15
182, 81, 14
184, 82, 15
184, 82, 15
183, 82, 15
185, 82, 15
184, 83, 14
183, 81, 13
184, 83, 15
184, 83, 15
184, 83, 15
183, 83, 14
184, 83, 15
184, 83, 16
184, 83, 16
185, 84, 16
183, 83, 14
183, 82, 15
184, 84, 16
185, 84, 17
183, 82, 14
184, 82, 15
184, 82, 15
185, 84, 17
184, 83, 16
184, 83, 16
184, 83, 16
184, 83, 16
184, 83, 16
182, 81, 13
185, 82, 15
184, 82, 14
185, 83, 16
183, 83, 15
184, 84, 16
180, 83, 14
184, 83, 15
183, 82, 15
184, 82, 15
184, 83, 15
183, 82, 16
183, 82, 15
183, 83, 16
184, 83, 15
184, 82, 16
184, 82, 15
184, 82, 15
186, 84, 16
183, 82, 14
186, 84, 16
185, 83, 15
181, 86, 16
184, 83, 15
184, 83, 16
185, 84, 17
183, 82, 15
184, 83, 16
184, 84, 16
184, 83, 16
183, 83, 15
183, 82, 15
184, 82, 15
183, 83, 16
184, 82, 16
185, 83, 14
183, 82, 15
184, 83, 15
186, 84, 16
184, 83, 15
184, 84, 16
184, 83, 15
184, 83, 16
184, 82, 15
183, 82, 15
183, 82, 15
182, 81, 13
182, 82, 15
184, 82, 15
184, 83, 15
185, 82, 15
181, 84, 16
184, 83, 15
185, 83, 15
186, 84, 16
183, 83, 14
183, 83, 13
183, 82, 15
183, 82, 15
183, 83, 15
185, 84, 15
185, 84, 15
183, 83, 14
186, 84, 16
185, 84, 17
184, 83, 16
184, 84, 16
184, 84, 14
184, 84, 16
185, 84, 15
184, 83, 15
185, 84, 17
184, 83, 16
184, 83, 16
183, 82, 14
184, 83, 14
184, 82, 15
188, 83, 19
184, 83, 15
184, 82, 16
184, 83, 15
184, 82, 15
184, 83, 15
185, 83, 15
183, 82, 14
185, 83, 15
185, 83, 15
183, 82, 15
183, 81, 14
185, 83, 15
185, 83, 15
183, 82, 14
183, 81, 14
185, 82, 15
184, 82, 15
184, 82, 15
183, 83, 15
184, 83, 15
182, 82, 15
184, 83, 15
185, 83, 16
184, 83, 15
184, 83, 16
184, 83, 16
184, 83, 16
184, 83, 16
184, 83, 16
186, 85, 16
184, 83, 15
185, 83, 15
186, 85, 16
184, 83, 15
185, 83, 15
184, 83, 15
184, 84, 15
184, 83, 15
185, 82, 16
190, 83, 17
185, 83, 15
184, 83, 16
184, 83, 15
184, 83, 16
184, 83, 16
184, 83, 17
186, 84, 16
183, 83, 16
184, 83, 16
184, 83, 16
184, 84, 16
185, 83, 16
184, 84, 16
185, 80, 19
183, 83, 16
183, 83, 16
184, 83, 15
182, 82, 15
183, 81, 14
183, 81, 14
183, 82, 14
184, 81, 14
184, 82, 15
183, 83, 14
183, 81, 14
184, 83, 14
185, 83, 15
182, 82, 15
185, 84, 17
184, 82, 15
183, 82, 15
184, 83, 16
182, 81, 14
183, 83, 14
184, 82, 14
184, 83, 14
186, 84, 16
185, 83, 15
185, 83, 16
185, 83, 14
183, 82, 15
186, 84, 17
184, 82, 14
184, 83, 15
185, 84, 15
186, 84, 16
186, 84, 17
181, 83, 13
182, 82, 15
183, 82, 15
185, 84, 17
182, 83, 14
186, 84, 17
185, 84, 15
185, 84, 16
184, 84, 15
179, 84, 16
186, 84, 16
185, 84, 16
184, 82, 15
186, 84, 16
185, 83, 15
185, 84, 15
183, 81, 14
185, 82, 15
183, 81, 14
185, 83, 15
184, 82, 15
183, 82, 14
184, 83, 14
184, 83, 15
184, 83, 15
183, 83, 15
184, 83, 15
182, 82, 14
183, 82, 14
182, 81, 13
184, 82, 15
184, 82, 16
183, 82, 14
182, 81, 14
182, 82, 14
183, 82, 15
184, 82, 15
184, 83, 16
186, 85, 17
183, 82, 14
185, 83, 15
185, 83, 15
183, 82, 14
184, 82, 15
182, 80, 14
184, 82, 15
184, 83, 15
180, 83, 13
184, 83, 16
184, 84, 16
183, 82, 15
184, 83, 15
186, 84, 16
185, 83, 15
185, 78, 15
185, 83, 15
184, 82, 15
183, 82, 14
184, 82, 14
184, 82, 15
184, 82, 15
183, 83, 16
184, 83, 16
183, 83, 17
184, 82, 16
184, 83, 16
184, 84, 16
184, 84, 16
185, 84, 16
186, 84, 16
184, 82, 14
185, 83, 15
183, 81, 14
182, 81, 14
183, 82, 16
183, 83, 15
184, 84, 17
184, 83, 15
184, 84, 16
185, 83, 15
185, 84, 16
187, 84, 16
187, 84, 15
185, 82, 13
187, 84, 16
184, 82, 15
183, 83, 15
183, 82, 15
184, 82, 16
184, 83, 15
181, 84, 13
185, 83, 16
184, 83, 16
185, 84, 16
184, 83, 16
184, 83, 16
185, 84, 17
182, 82, 11
185, 84, 16
184, 83, 15
184, 83, 16
183, 82, 15
182, 85, 16
189, 84, 16
188, 86, 16
187, 85, 15
188, 85, 17
188, 86, 17
187, 85, 16
186, 84, 16
188, 85, 17
187, 84, 16
187, 83, 15
186, 83, 14
187, 84, 15
187, 84, 16
188, 85, 16
187, 84, 15
187, 84, 15
187, 83, 13
183, 87, 13
189, 85, 16
189, 85, 16
188, 85, 16
189, 87, 17
187, 85, 16
188, 86, 17
187, 84, 16
185, 83, 15
187, 84, 16
187, 84, 16
187, 84, 16
186, 84, 14
186, 84, 15
187, 84, 16
188, 85, 20
188, 85, 17
188, 84, 16
188, 86, 17
189, 85, 17
187, 84, 16
188, 86, 17
187, 84, 16
187, 84, 16
186, 83, 14
187, 83, 15
189, 85, 16
189, 85, 16
188, 84, 17
188, 85, 16
188, 84, 11
189, 86, 16
188, 86, 17
187, 85, 16
186, 84, 15
188, 86, 16
186, 83, 15
187, 85, 16
187, 84, 15
187, 84, 16
187, 84, 15
188, 84, 15
187, 83, 15
189, 85, 16
187, 83, 14
187, 86, 17
189, 85, 16
187, 84, 14
189, 86, 16
188, 85, 16
188, 86, 17
188, 86, 17
187, 85, 16
187, 84, 16
187, 84, 16
187, 84, 16
187, 85, 16
185, 82, 15
185, 82, 15
183, 81, 15
185, 82, 15
188, 84, 15
194, 87, 15
198, 89, 16
198, 89, 15
199, 89, 16
197, 88, 16
194, 87, 17
190, 85, 16
186, 82, 15
184, 83, 14
186, 83, 15
185, 83, 14
190, 88, 14
194, 88, 16
193, 88, 16
196, 89, 16
195, 89, 16
195, 87, 15
196, 88, 16
197, 88, 16
190, 85, 12
190, 86, 15
188, 84, 14
186, 83, 15
187, 84, 14
189, 85, 16
190, 86, 16
192, 86, 14
193, 87, 16
193, 87, 17
195, 88, 17
194, 87, 16
194, 87, 17
193, 87, 16
193, 87, 16
193, 86, 15
195, 87, 16
192, 86, 15
193, 87, 16
189, 85, 14
190, 85, 14
192, 86, 16
193, 87, 17
193, 87, 16
194, 88, 17
196, 88, 17
195, 89, 16
196, 88, 16
196, 89, 16
196, 89, 16
194, 88, 17
192, 87, 16
192, 87, 16
191, 86, 16
192, 86, 16
192, 87, 16
193, 88, 16
194, 87, 16
193, 87, 16
192, 87, 15
192, 86, 15
192, 86, 15
193, 87, 16
193, 86, 16
192, 86, 15
196, 86, 17
193, 86, 11
195, 85, 20
194, 87, 16
192, 86, 16
193, 87, 16
193, 87, 16
194, 86, 16
193, 87, 15
192, 85, 14
193, 86, 16
192, 86, 15
194, 87, 16
193, 87, 15
195, 88, 17
193, 88, 16
193, 88, 16
194, 89, 18
193, 88, 17
193, 88, 16
192, 87, 16
191, 86, 16
192, 87, 15
192, 86, 11
193, 87, 16
193, 87, 15
193, 87, 16
192, 86, 15
194, 87, 18
192, 86, 16
192, 87, 16
193, 88, 17
192, 88, 16
193, 87, 15
193, 87, 16
193, 87, 16
194, 88, 17
193, 88, 15
194, 87, 16
193, 87, 15
193, 88, 19
194, 86, 16
193, 87, 15
193, 87, 16
190, 89, 15
191, 85, 13
192, 87, 16
193, 87, 16
192, 86, 15
191, 85, 14
190, 85, 15
191, 86, 15
193, 87, 17
193, 87, 17
191, 85, 15
192, 87, 17
192, 87, 16
192, 86, 16
193, 87, 17
193, 88, 17
193, 87, 16
195, 86, 16
191, 86, 15
193, 87, 15
192, 86, 15
193, 86, 17
192, 87, 17
193, 87, 17
193, 84, 21
191, 87, 16
194, 88, 18
194, 88, 17
193, 87, 17
193, 88, 16
194, 88, 16
193, 87, 16
194, 88, 16
193, 88, 17
193, 88, 16
189, 88, 16
193, 87, 16
193, 88, 16
193, 87, 16
189, 89, 16
193, 87, 16
193, 87, 15
194, 88, 17
193, 88, 16
193, 88, 13
194, 87, 16
193, 87, 16
193, 87, 16
193, 88, 16
193, 88, 17
193, 87, 17
193, 87, 16
194, 87, 16
191, 89, 13
193, 86, 16
192, 87, 16
192, 86, 15
192, 86, 15
