201, 157, 20
201, 157, 20
201, 157, 21
201, 158, 21
201, 158, 21
200, 157, 22
200, 156, 21
199, 156, 21
195, 156, 20
198, 155, 20
199, 155, 20
200, 156, 20
200, 157, 20
201, 157, 20
200, 157, 21
199, 157, 19
201, 158, 22
200, 158, 20
200, 158, 21
199, 156, 20
200, 157, 21
199, 156, 20
201, 156, 20
200, 157, 20
200, 157, 21
200, 157, 21
199, 156, 21
199, 156, 20
199, 155, 20
199, 155, 20
199, 156, 19
201, 157, 21
201, 157, 20
202, 157, 20
200, 157, 21
199, 156, 20
199, 155, 19
201, 157, 20
202, 158, 23
200, 157, 21
200, 156, 21
200, 157, 20
201, 158, 21
200, 158, 21
199, 155, 20
200, 156, 19
200, 157, 20
201, 157, 19
201, 157, 21
200, 158, 21
198, 155, 20
198, 154, 20
195, 159, 18
200, 156, 20
202, 158, 22
200, 156, 20
201, 157, 22
198, 156, 19
200, 156, 19
199, 156, 19
200, 156, 24
200, 157, 21
200, 156, 20
200, 157, 21
199, 156, 20
199, 156, 20
200, 157, 20
201, 157, 21
201, 158, 21
201, 158, 21
200, 157, 22
199, 155, 21
200, 156, 20
201, 157, 20
201, 157, 21
199, 156, 20
200, 156, 21
199, 156, 20
200, 153, 25
200, 157, 21
200, 157, 21
199, 157, 21
196, 155, 20
200, 156, 20
201, 158, 22
200, 158, 21
199, 156, 20
199, 155, 20
199, 155, 20
199, 155, 20
199, 155, 20
201, 157, 20
199, 154, 22
201, 157, 21
200, 157, 22
199, 156, 20
200, 157, 21
199, 155, 19
200, 156, 20
201, 156, 20
200, 157, 21
199, 157, 20
200, 157, 21
200, 157, 21
198, 156, 20
200, 157, 21
199, 155, 20
199, 155, 19
201, 157, 21
200, 157, 20
201, 157, 20
201, 157, 20
200, 157, 21
200, 158, 21
200, 157, 21
199, 155, 20
200, 156, 20
198, 154, 19
200, 157, 20
201, 157, 20
199, 157, 21
202, 158, 24
198, 155, 19
199, 156, 19
200, 156, 21
200, 157, 20
200, 158, 21
198, 156, 20
199, 156, 20
199, 158, 19
199, 156, 19
199, 156, 19
199, 156, 20
201, 157, 21
200, 157, 20
201, 157, 21
197, 156, 19
198, 156, 20
198, 155, 20
199, 155, 20
200, 157, 20
201, 157, 20
201, 157, 20
201, 157, 21
201, 157, 22
200, 160, 21
199, 155, 20
199, 155, 19
200, 157, 20
200, 156, 21
199, 156, 20
200, 157, 22
198, 155, 20
198, 155, 20
200, 156, 20
199, 156, 20
200, 157, 21
200, 157, 21
202, 154, 22
199, 156, 21
200, 157, 22
199, 156, 20
200, 157, 21
199, 156, 21
198, 156, 20
199, 156, 21
198, 155, 20
198, 155, 20
198, 155, 20
197, 155, 20
199, 155, 19
199, 155, 19
197, 159, 21
200, 157, 21
198, 155, 21
198, 155, 20
198, 155, 19
198, 154, 19
198, 156, 19
200, 157, 20
199, 157, 22
199, 157, 22
197, 155, 20
199, 156, 21
198, 155, 19
198, 154, 20
199, 156, 21
198, 157, 21
198, 155, 20
198, 154, 20
198, 154, 19
199, 157, 21
198, 155, 20
199, 157, 22
198, 154, 19
198, 154, 20
198, 155, 20
200, 156, 20
199, 157, 21
196, 154, 19
198, 156, 21
198, 155, 21
198, 155, 19
198, 154, 19
200, 156, 22
201, 154, 18
200, 156, 21
198, 155, 21
200, 156, 26
198, 154, 20
198, 155, 20
197, 154, 20
197, 154, 20
198, 155, 20
197, 154, 20
199, 157, 21
199, 156, 21
199, 156, 21
198, 155, 21
196, 153, 20
198, 154, 20
197, 155, 20
198, 154, 20
198, 155, 19
199, 156, 20
198, 152, 21
198, 155, 20
199, 156, 21
199, 156, 21
197, 154, 20
197, 154, 20
199, 156, 21
199, 156, 20
198, 155, 20
198, 155, 22
197, 154, 20
199, 156, 20
199, 155, 20
197, 155, 21
197, 155, 20
197, 154, 20
197, 154, 20
198, 153, 20
198, 154, 20
196, 152, 19
198, 154, 19
198, 155, 19
200, 157, 21
199, 156, 20
199, 157, 20
199, 155, 20
199, 155, 22
197, 154, 20
197, 155, 19
197, 154, 19
198, 155, 20
199, 156, 20
200, 156, 21
199, 156, 20
200, 156, 21
201, 155, 21
198, 156, 21
199, 156, 21
198, 156, 19
198, 155, 20
199, 157, 20
199, 156, 21
199, 157, 21
199, 156, 21
197, 155, 20
198, 156, 21
197, 154, 20
199, 156, 21
171, 133, 17
171, 134, 18
171, 133, 18
171, 134, 18
171, 133, 17
173, 135, 17
173, 135, 18
172, 135, 19
173, 135, 19
171, 133, 18
171, 134, 18
171, 133, 18
171, 133, 18
172, 134, 19
170, 132, 17
170, 131, 17
171, 133, 17
173, 133, 17
173, 134, 18
173, 135, 18
172, 134, 18
173, 135, 19
171, 134, 18
171, 133, 18
170, 132, 17
171, 134, 17
173, 134, 18
173, 134, 18
173, 135, 18
172, 134, 18
172, 134, 17
171, 133, 18
173, 134, 18
174, 136, 18
173, 135, 18
169, 134, 15
173, 135, 19
171, 133, 18
171, 134, 19
170, 133, 18
173, 133, 18
171, 134, 17
173, 135, 19
173, 135, 19
173, 135, 19
171, 133, 16
173, 134, 17
173, 134, 17
174, 135, 19
173, 135, 19
173, 135, 18
173, 135, 19
173, 135, 19
173, 135, 19
174, 135, 20
172, 135, 18
172, 135, 19
172, 134, 18
173, 135, 19
172, 134, 18
172, 134, 17
172, 133, 18
173, 135, 18
173, 135, 18
171, 133, 13
171, 133, 17
173, 135, 19
171, 134, 18
173, 135, 19
172, 134, 17
172, 134, 19
171, 133, 18
171, 133, 17
168, 133, 16
171, 133, 16
173, 135, 18
172, 134, 18
173, 135, 19
172, 135, 19
172, 135, 19
171, 133, 17
171, 133, 18
172, 134, 17
173, 135, 18
173, 135, 19
172, 133, 18
171, 133, 17
171, 133, 17
171, 133, 17
172, 133, 17
173, 134, 18
170, 134, 18
170, 132, 17
171, 134, 18
172, 134, 18
172, 133, 17
171, 133, 17
174, 134, 18
172, 134, 17
172, 133, 17
172, 134, 18
172, 134, 18
172, 133, 18
170, 132, 17
172, 133, 17
172, 134, 18
171, 133, 17
172, 134, 17
173, 135, 18
173, 135, 18
173, 135, 18
174, 135, 19
176, 138, 21
174, 135, 19
173, 135, 19
173, 134, 19
172, 134, 18
171, 134, 18
173, 135, 18
173, 135, 18
172, 134, 19
172, 135, 19
174, 135, 20
173, 134, 18
172, 133, 17
174, 135, 19
173, 135, 18
172, 133, 17
172, 134, 17
173, 135, 19
174, 135, 19
173, 135, 18
173, 135, 18
173, 135, 18
172, 134, 18
174, 135, 18
173, 135, 19
173, 135, 19
172, 135, 18
173, 135, 19
172, 134, 17
172, 134, 17
171, 134, 18
172, 133, 17
171, 133, 18
173, 134, 18
171, 133, 16
173, 135, 18
175, 136, 19
175, 137, 19
175, 136, 18
173, 135, 17
175, 136, 18
173, 134, 17
172, 134, 17
172, 133, 17
171, 133, 17
172, 133, 18
169, 132, 15
172, 134, 19
170, 131, 18
173, 135, 18
174, 138, 22
174, 137, 16
175, 137, 19
176, 138, 19
176, 137, 19
175, 137, 19
174, 135, 19
172, 134, 18
172, 134, 18
170, 133, 18
170, 132, 18
169, 132, 20
169, 132, 18
174, 134, 19
174, 134, 19
175, 137, 19
176, 138, 18
175, 137, 20
175, 137, 19
170, 138, 17
173, 135, 18
173, 134, 18
175, 134, 20
172, 134, 19
172, 134, 19
171, 131, 19
171, 134, 20
172, 133, 19
171, 133, 17
172, 134, 18
174, 135, 19
172, 134, 17
174, 134, 17
173, 134, 17
171, 132, 16
173, 135, 18
173, 135, 19
172, 133, 17
172, 134, 17
173, 135, 19
173, 135, 19
174, 136, 20
174, 136, 18
173, 134, 18
174, 136, 19
173, 135, 19
174, 135, 19
173, 135, 18
171, 135, 18
171, 134, 18
173, 134, 19
172, 134, 18
173, 134, 18
173, 134, 18
172, 133, 17
173, 135, 18
173, 136, 19
172, 135, 18
171, 133, 17
172, 134, 18
173, 134, 18
172, 133, 17
172, 135, 18
172, 134, 20
171, 133, 18
168, 132, 17
170, 133, 18
172, 134, 18
171, 133, 17
171, 133, 18
171, 134, 18
171, 133, 18
170, 133, 18
171, 133, 21
170, 132, 17
171, 132, 18
171, 132, 18
172, 133, 18
172, 133, 18
172, 134, 19
176, 133, 20
169, 133, 18
170, 132, 18
167, 130, 15
168, 131, 17
169, 131, 17
168, 131, 16
170, 132, 17
170, 133, 17
171, 133, 19
172, 132, 21
170, 133, 18
169, 132, 18
169, 131, 18
169, 132, 17
170, 132, 17
171, 132, 18
171, 134, 19
170, 133, 18
170, 132, 18
170, 132, 17
170, 132, 17
172, 134, 20
171, 134, 18
170, 133, 18
166, 132, 16
168, 131, 17
171, 133, 18
169, 131, 16
168, 132, 15
169, 132, 16
172, 134, 18
171, 134, 18
170, 133, 18
171, 133, 18
171, 133, 17
172, 133, 18
170, 132, 17
173, 134, 18
171, 133, 19
171, 133, 19
170, 132, 18
168, 131, 17
170, 132, 19
168, 131, 16
170, 133, 17
174, 133, 19
171, 133, 18
171, 134, 18
171, 133, 18
170, 132, 17
172, 134, 18
172, 134, 18
170, 133, 17
171, 134, 19
169, 132, 18
170, 131, 17
170, 135, 16
170, 133, 19
169, 131, 18
170, 132, 17
171, 132, 17
170, 133, 18
170, 133, 18
170, 133, 18
172, 134, 18
171, 134, 18
170, 133, 17
170, 132, 17
170, 132, 17
172, 133, 19
170, 133, 18
170, 133, 19
169, 132, 17
170, 132, 17
170, 133, 18
170, 131, 16
172, 134, 18
170, 132, 17
169, 132, 17
